:      0.001	:    0.000	:avg weight  0.000  epoch: 748
:      0.001	:    0.000	:avg weight  0.000  epoch: 715
:      0.001	:    0.000	:avg weight  0.000  epoch: 759
:      0.001	:    0.000	:avg weight  0.000  epoch: 746
:      0.001	:    0.000	:avg weight  0.000  epoch: 715
:      0.001	:    0.000	:avg weight  0.000  epoch: 711
:      0.001	:    0.000	:avg weight  0.000  epoch: 734
:      0.001	:    0.000	:avg weight  0.000  epoch: 715
:      0.001	:    0.000	:avg weight  0.000  epoch: 687
:      0.001	:    0.000	:avg weight  0.000  epoch: 720
:      0.001	:    0.000	:avg weight  0.000  epoch: 776
:      0.001	:    0.000	:avg weight  0.000  epoch: 737
:      0.001	:    0.000	:avg weight  0.000  epoch: 708
:      0.001	:    0.000	:avg weight  0.000  epoch: 699
:      0.001	:    0.000	:avg weight  0.000  epoch: 757
:      0.001	:    0.000	:avg weight  0.000  epoch: 698
:      0.001	:    0.000	:avg weight  0.000  epoch: 689
:      0.001	:    0.000	:avg weight  0.000  epoch: 746
:      0.001	:    0.000	:avg weight  0.000  epoch: 724
:      0.001	:    0.000	:avg weight  0.000  epoch: 749
:      0.001	:    0.000	:avg weight  0.000  epoch: 692
:      0.001	:    0.000	:avg weight  0.000  epoch: 697
:      0.001	:    0.000	:avg weight  0.000  epoch: 721
:      0.001	:    0.000	:avg weight  0.000  epoch: 710
:      0.001	:    0.000	:avg weight  0.000  epoch: 770
:      0.001	:    0.000	:avg weight  0.000  epoch: 720
:      0.001	:    0.000	:avg weight  0.000  epoch: 725
:      0.001	:    0.000	:avg weight  0.000  epoch: 723
:      0.001	:    0.000	:avg weight  0.000  epoch: 700
:      0.001	:    0.000	:avg weight  0.000  epoch: 728
:      0.001	:    0.000	:avg weight  0.000  epoch: 858
:      0.001	:    0.000	:avg weight  0.000  epoch: 689
:      0.001	:    0.000	:avg weight  0.000  epoch: 744
:      0.001	:    0.000	:avg weight  0.000  epoch: 655
:      0.001	:    0.000	:avg weight  0.000  epoch: 695
:      0.001	:    0.000	:avg weight  0.000  epoch: 695
:      0.001	:    0.000	:avg weight  0.000  epoch: 734
:      0.001	:    0.000	:avg weight  0.000  epoch: 705
:      0.001	:    0.000	:avg weight  0.000  epoch: 704
:      0.001	:    0.000	:avg weight  0.000  epoch: 682
:      0.001	:    0.000	:avg weight  0.000  epoch: 668
:      0.001	:    0.000	:avg weight  0.000  epoch: 709
:      0.001	:    0.000	:avg weight  0.000  epoch: 767
:      0.001	:    0.000	:avg weight  0.000  epoch: 712
:      0.001	:    0.000	:avg weight  0.000  epoch: 739
:      0.001	:    0.000	:avg weight  0.000  epoch: 752
:      0.001	:    0.000	:avg weight  0.000  epoch: 726
:      0.001	:    0.000	:avg weight  0.000  epoch: 704
:      0.001	:    0.000	:avg weight  0.000  epoch: 725
:      0.001	:    0.000	:avg weight  0.000  epoch: 721
:      0.001	:    0.000	:avg weight  0.000  epoch: 683
:      0.001	:    0.000	:avg weight  0.000  epoch: 752
:      0.001	:    0.000	:avg weight  0.000  epoch: 717
:      0.001	:    0.000	:avg weight  0.000  epoch: 717
:      0.001	:    0.000	:avg weight  0.000  epoch: 719
:      0.001	:    0.000	:avg weight  0.000  epoch: 685
:      0.001	:    0.000	:avg weight  0.000  epoch: 722
:      0.001	:    0.000	:avg weight  0.000  epoch: 649
:      0.001	:    0.000	:avg weight  0.000  epoch: 712
:      0.001	:    0.000	:avg weight  0.000  epoch: 695
:      0.001	:    0.000	:avg weight  0.000  epoch: 746
:      0.001	:    0.000	:avg weight  0.000  epoch: 784
:      0.001	:    0.000	:avg weight  0.000  epoch: 729
:      0.001	:    0.000	:avg weight  0.000  epoch: 719
:      0.001	:    0.000	:avg weight  0.000  epoch: 717
:      0.001	:    0.000	:avg weight  0.000  epoch: 697
:      0.001	:    0.000	:avg weight  0.000  epoch: 683
:      0.001	:    0.000	:avg weight  0.000  epoch: 687
:      0.001	:    0.000	:avg weight  0.000  epoch: 707
:      0.001	:    0.000	:avg weight  0.000  epoch: 712
:      0.001	:    0.000	:avg weight  0.000  epoch: 701
:      0.001	:    0.000	:avg weight  0.000  epoch: 695
:      0.001	:    0.000	:avg weight  0.000  epoch: 724
:      0.001	:    0.000	:avg weight  0.000  epoch: 682
:      0.001	:    0.000	:avg weight  0.000  epoch: 697
:      0.001	:    0.000	:avg weight  0.000  epoch: 704
:      0.001	:    0.000	:avg weight  0.000  epoch: 772
:      0.001	:    0.000	:avg weight  0.000  epoch: 679
:      0.001	:    0.000	:avg weight  0.000  epoch: 726
:      0.001	:    0.000	:avg weight  0.000  epoch: 723
:      0.001	:    0.000	:avg weight  0.000  epoch: 669
:      0.001	:    0.000	:avg weight  0.000  epoch: 700
:      0.001	:    0.000	:avg weight  0.000  epoch: 682
:      0.001	:    0.000	:avg weight  0.000  epoch: 655
:      0.001	:    0.000	:avg weight  0.000  epoch: 691
:      0.001	:    0.000	:avg weight  0.000  epoch: 728
:      0.001	:    0.000	:avg weight  0.000  epoch: 714
:      0.001	:    0.000	:avg weight  0.000  epoch: 717
:      0.001	:    0.000	:avg weight  0.000  epoch: 728
:      0.001	:    0.000	:avg weight  0.000  epoch: 688
:      0.001	:    0.000	:avg weight  0.000  epoch: 698
:      0.001	:    0.000	:avg weight  0.000  epoch: 739
:      0.001	:    0.000	:avg weight  0.000  epoch: 711
:      0.001	:    0.000	:avg weight  0.000  epoch: 804
:      0.001	:    0.000	:avg weight  0.000  epoch: 675
:      0.001	:    0.000	:avg weight  0.000  epoch: 705
:      0.001	:    0.000	:avg weight  0.000  epoch: 724
:      0.001	:    0.000	:avg weight  0.000  epoch: 659
:      0.001	:    0.000	:avg weight  0.000  epoch: 704
:      0.001	:    0.000	:avg weight  0.000  epoch: 685
:      0.001	:    0.000	:avg weight  0.000  epoch: 672
:      0.001	:    0.000	:avg weight  0.000  epoch: 703
:      0.001	:    0.000	:avg weight  0.000  epoch: 721
:      0.001	:    0.000	:avg weight  0.000  epoch: 724
:      0.001	:    0.000	:avg weight  0.000  epoch: 675
:      0.001	:    0.000	:avg weight  0.000  epoch: 660
:      0.001	:    0.000	:avg weight  0.000  epoch: 678
:      0.001	:    0.000	:avg weight  0.000  epoch: 699
:      0.001	:    0.000	:avg weight  0.000  epoch: 739
:      0.001	:    0.000	:avg weight  0.000  epoch: 719
:      0.001	:    0.000	:avg weight  0.000  epoch: 720
:      0.001	:    0.000	:avg weight  0.000  epoch: 658
:      0.001	:    0.000	:avg weight  0.000  epoch: 653
:      0.001	:    0.000	:avg weight  0.000  epoch: 661
:      0.001	:    0.000	:avg weight  0.000  epoch: 685
:      0.001	:    0.000	:avg weight  0.000  epoch: 690
:      0.001	:    0.000	:avg weight  0.000  epoch: 731
:      0.001	:    0.000	:avg weight  0.000  epoch: 776
:      0.001	:    0.000	:avg weight  0.000  epoch: 723
:      0.001	:    0.000	:avg weight  0.000  epoch: 699
:      0.001	:    0.000	:avg weight  0.000  epoch: 708
:      0.001	:    0.000	:avg weight  0.000  epoch: 706
:      0.001	:    0.000	:avg weight  0.000  epoch: 707
:      0.001	:    0.000	:avg weight  0.000  epoch: 697
:      0.001	:    0.000	:avg weight  0.000  epoch: 710
:      0.001	:    0.000	:avg weight  0.000  epoch: 729
:      0.001	:    0.000	:avg weight  0.000  epoch: 788
:      0.001	:    0.000	:avg weight  0.000  epoch: 732
:      0.001	:    0.000	:avg weight  0.000  epoch: 826
:      0.001	:    0.000	:avg weight  0.000  epoch: 776
:      0.001	:    0.000	:avg weight  0.000  epoch: 702
:      0.001	:    0.000	:avg weight  0.000  epoch: 709
:      0.001	:    0.000	:avg weight  0.000  epoch: 749
:      0.001	:    0.000	:avg weight  0.000  epoch: 641
:      0.001	:    0.000	:avg weight  0.000  epoch: 742
:      0.001	:    0.000	:avg weight  0.000  epoch: 731
:      0.001	:    0.000	:avg weight  0.000  epoch: 700
:      0.001	:    0.000	:avg weight  0.000  epoch: 694
:      0.001	:    0.000	:avg weight  0.000  epoch: 687
:      0.001	:    0.000	:avg weight  0.000  epoch: 691
:      0.001	:    0.000	:avg weight  0.000  epoch: 728
:      0.001	:    0.000	:avg weight  0.000  epoch: 736
:      0.001	:    0.000	:avg weight  0.000  epoch: 729
:      0.001	:    0.000	:avg weight  0.000  epoch: 727
:      0.001	:    0.000	:avg weight  0.000  epoch: 739
:      0.001	:    0.000	:avg weight  0.000  epoch: 789
:      0.001	:    0.000	:avg weight  0.000  epoch: 713
:      0.001	:    0.000	:avg weight  0.000  epoch: 694
:      0.001	:    0.000	:avg weight  0.000  epoch: 685
:      0.001	:    0.000	:avg weight  0.000  epoch: 678
:      0.001	:    0.000	:avg weight  0.000  epoch: 722
:      0.001	:    0.000	:avg weight  0.000  epoch: 755
:      0.001	:    0.000	:avg weight  0.000  epoch: 663
:      0.001	:    0.000	:avg weight  0.000  epoch: 682
:      0.001	:    0.000	:avg weight  0.000  epoch: 672
:      0.001	:    0.000	:avg weight  0.000  epoch: 736
:      0.001	:    0.000	:avg weight  0.000  epoch: 707
:      0.001	:    0.000	:avg weight  0.000  epoch: 702
:      0.001	:    0.000	:avg weight  0.000  epoch: 719
:      0.001	:    0.000	:avg weight  0.000  epoch: 703
:      0.001	:    0.000	:avg weight  0.000  epoch: 699
:      0.001	:    0.000	:avg weight  0.000  epoch: 705
:      0.001	:    0.000	:avg weight  0.000  epoch: 702
:      0.001	:    0.000	:avg weight  0.000  epoch: 733
:      0.001	:    0.000	:avg weight  0.000  epoch: 757
:      0.001	:    0.000	:avg weight  0.000  epoch: 698
:      0.001	:    0.000	:avg weight  0.000  epoch: 726
:      0.001	:    0.000	:avg weight  0.000  epoch: 746
:      0.001	:    0.000	:avg weight  0.000  epoch: 703
:      0.001	:    0.000	:avg weight  0.000  epoch: 706
:      0.001	:    0.000	:avg weight  0.000  epoch: 715
:      0.001	:    0.000	:avg weight  0.000  epoch: 752
:      0.001	:    0.000	:avg weight  0.000  epoch: 700
:      0.001	:    0.000	:avg weight  0.000  epoch: 753
:      0.001	:    0.000	:avg weight  0.000  epoch: 683
:      0.001	:    0.000	:avg weight  0.000  epoch: 699
:      0.001	:    0.000	:avg weight  0.000  epoch: 681
:      0.001	:    0.000	:avg weight  0.000  epoch: 739
:      0.001	:    0.000	:avg weight  0.000  epoch: 647
:      0.001	:    0.000	:avg weight  0.000  epoch: 744
:      0.001	:    0.000	:avg weight  0.000  epoch: 691
:      0.001	:    0.000	:avg weight  0.000  epoch: 757
:      0.001	:    0.000	:avg weight  0.000  epoch: 655
:      0.001	:    0.000	:avg weight  0.000  epoch: 701
:      0.001	:    0.000	:avg weight  0.000  epoch: 675
:      0.001	:    0.000	:avg weight  0.000  epoch: 672
:      0.001	:    0.000	:avg weight  0.000  epoch: 708
:      0.001	:    0.000	:avg weight  0.000  epoch: 704
:      0.001	:    0.000	:avg weight  0.000  epoch: 705
:      0.001	:    0.000	:avg weight  0.000  epoch: 687
:      0.001	:    0.000	:avg weight  0.000  epoch: 696
:      0.001	:    0.000	:avg weight  0.000  epoch: 700
:      0.001	:    0.000	:avg weight  0.000  epoch: 845
:      0.001	:    0.000	:avg weight  0.000  epoch: 717
:      0.001	:    0.000	:avg weight  0.000  epoch: 694
:      0.001	:    0.000	:avg weight  0.000  epoch: 741
:      0.001	:    0.000	:avg weight  0.000  epoch: 730
:      0.001	:    0.000	:avg weight  0.000  epoch: 730
:      0.001	:    0.000	:avg weight  0.000  epoch: 722
:      0.001	:    0.000	:avg weight  0.000  epoch: 695
:      0.001	:    0.000	:avg weight  0.000  epoch: 743
:      0.001	:    0.000	:avg weight  0.000  epoch: 751
:      0.001	:    0.000	:avg weight  0.000  epoch: 696
:      0.001	:    0.000	:avg weight  0.000  epoch: 704
:      0.001	:    0.000	:avg weight  0.000  epoch: 689
:      0.001	:    0.000	:avg weight  0.000  epoch: 692
:      0.001	:    0.000	:avg weight  0.000  epoch: 702
:      0.001	:    0.000	:avg weight  0.000  epoch: 701
:      0.001	:    0.000	:avg weight  0.000  epoch: 668
:      0.001	:    0.000	:avg weight  0.000  epoch: 723
:      0.001	:    0.000	:avg weight  0.000  epoch: 712
:      0.001	:    0.000	:avg weight  0.000  epoch: 733
:      0.001	:    0.000	:avg weight  0.000  epoch: 684
:      0.001	:    0.000	:avg weight  0.000  epoch: 711
:      0.001	:    0.000	:avg weight  0.000  epoch: 654
:      0.001	:    0.000	:avg weight  0.000  epoch: 718
:      0.001	:    0.000	:avg weight  0.000  epoch: 712
:      0.001	:    0.000	:avg weight  0.000  epoch: 704
:      0.001	:    0.000	:avg weight  0.000  epoch: 682
:      0.001	:    0.000	:avg weight  0.000  epoch: 684
:      0.001	:    0.000	:avg weight  0.000  epoch: 739
:      0.001	:    0.000	:avg weight  0.000  epoch: 714
:      0.001	:    0.000	:avg weight  0.000  epoch: 721
:      0.001	:    0.000	:avg weight  0.000  epoch: 715
:      0.001	:    0.000	:avg weight  0.000  epoch: 712
:      0.001	:    0.000	:avg weight  0.000  epoch: 669
:      0.001	:    0.000	:avg weight  0.000  epoch: 830
:      0.001	:    0.000	:avg weight  0.000  epoch: 672
:      0.001	:    0.000	:avg weight  0.000  epoch: 712
:      0.001	:    0.000	:avg weight  0.000  epoch: 675
:      0.001	:    0.000	:avg weight  0.000  epoch: 658
:      0.001	:    0.000	:avg weight  0.000  epoch: 730
:      0.001	:    0.000	:avg weight  0.000  epoch: 686
:      0.001	:    0.000	:avg weight  0.000  epoch: 713
:      0.001	:    0.000	:avg weight  0.000  epoch: 708
:      0.001	:    0.000	:avg weight  0.000  epoch: 707
:      0.001	:    0.000	:avg weight  0.000  epoch: 791
:      0.001	:    0.000	:avg weight  0.000  epoch: 725
:      0.001	:    0.000	:avg weight  0.000  epoch: 733
:      0.001	:    0.000	:avg weight  0.000  epoch: 724
:      0.001	:    0.000	:avg weight  0.000  epoch: 677
:      0.001	:    0.000	:avg weight  0.000  epoch: 702
:      0.001	:    0.000	:avg weight  0.000  epoch: 713
:      0.001	:    0.000	:avg weight  0.000  epoch: 700
:      0.001	:    0.000	:avg weight  0.000  epoch: 729
:      0.001	:    0.000	:avg weight  0.000  epoch: 690
:      0.001	:    0.000	:avg weight  0.000  epoch: 650
:      0.001	:    0.000	:avg weight  0.000  epoch: 733
:      0.001	:    0.000	:avg weight  0.000  epoch: 686
:      0.001	:    0.000	:avg weight  0.000  epoch: 698
:      0.001	:    0.000	:avg weight  0.000  epoch: 693
:      0.001	:    0.000	:avg weight  0.000  epoch: 719
:      0.001	:    0.000	:avg weight  0.000  epoch: 774
:      0.001	:    0.000	:avg weight  0.000  epoch: 674
:      0.001	:    0.000	:avg weight  0.000  epoch: 765
:      0.001	:    0.000	:avg weight  0.000  epoch: 743
:      0.001	:    0.000	:avg weight  0.000  epoch: 675
:      0.001	:    0.000	:avg weight  0.000  epoch: 709
:      0.001	:    0.000	:avg weight  0.000  epoch: 739
:      0.001	:    0.000	:avg weight  0.000  epoch: 706
:      0.001	:    0.000	:avg weight  0.000  epoch: 673
:      0.001	:    0.000	:avg weight  0.000  epoch: 719
:      0.001	:    0.000	:avg weight  0.000  epoch: 690
:      0.001	:    0.000	:avg weight  0.000  epoch: 738
:      0.001	:    0.000	:avg weight  0.000  epoch: 704
:      0.001	:    0.000	:avg weight  0.000  epoch: 729
:      0.001	:    0.000	:avg weight  0.000  epoch: 716
:      0.001	:    0.000	:avg weight  0.000  epoch: 693
:      0.001	:    0.000	:avg weight  0.000  epoch: 711
:      0.001	:    0.000	:avg weight  0.000  epoch: 791
:      0.001	:    0.000	:avg weight  0.000  epoch: 744
:      0.001	:    0.000	:avg weight  0.000  epoch: 639
:      0.001	:    0.000	:avg weight  0.000  epoch: 731
:      0.001	:    0.000	:avg weight  0.000  epoch: 714
:      0.001	:    0.000	:avg weight  0.000  epoch: 699
:      0.001	:    0.000	:avg weight  0.000  epoch: 702
:      0.001	:    0.000	:avg weight  0.000  epoch: 710
:      0.001	:    0.000	:avg weight  0.000  epoch: 714
:      0.001	:    0.000	:avg weight  0.000  epoch: 660
:      0.001	:    0.000	:avg weight  0.000  epoch: 708
:      0.001	:    0.000	:avg weight  0.000  epoch: 735
:      0.001	:    0.000	:avg weight  0.000  epoch: 733
:      0.001	:    0.000	:avg weight  0.000  epoch: 693
:      0.001	:    0.000	:avg weight  0.000  epoch: 688
:      0.001	:    0.000	:avg weight  0.000  epoch: 684
:      0.001	:    0.000	:avg weight  0.000  epoch: 651
:      0.001	:    0.000	:avg weight  0.000  epoch: 737
:      0.001	:    0.000	:avg weight  0.000  epoch: 723
:      0.001	:    0.000	:avg weight  0.000  epoch: 716
:      0.001	:    0.000	:avg weight  0.000  epoch: 730
:      0.001	:    0.000	:avg weight  0.000  epoch: 722
:      0.001	:    0.000	:avg weight  0.000  epoch: 712
:      0.001	:    0.000	:avg weight  0.000  epoch: 675
:      0.001	:    0.000	:avg weight  0.000  epoch: 705
:      0.001	:    0.000	:avg weight  0.000  epoch: 728
:      0.001	:    0.000	:avg weight  0.000  epoch: 678
:      0.001	:    0.000	:avg weight  0.000  epoch: 678
:      0.001	:    0.000	:avg weight  0.000  epoch: 704
:      0.001	:    0.000	:avg weight  0.000  epoch: 708
:      0.001	:    0.000	:avg weight  0.000  epoch: 777
:      0.001	:    0.000	:avg weight  0.000  epoch: 674
:      0.001	:    0.000	:avg weight  0.000  epoch: 714
:      0.001	:    0.000	:avg weight  0.000  epoch: 713
:      0.001	:    0.000	:avg weight  0.000  epoch: 744
:      0.001	:    0.000	:avg weight  0.000  epoch: 710
:      0.001	:    0.000	:avg weight  0.000  epoch: 681
:      0.001	:    0.000	:avg weight  0.000  epoch: 709
:      0.001	:    0.000	:avg weight  0.000  epoch: 717
:      0.001	:    0.000	:avg weight  0.000  epoch: 681
:      0.001	:    0.000	:avg weight  0.000  epoch: 719
:      0.001	:    0.000	:avg weight  0.000  epoch: 690
:      0.001	:    0.000	:avg weight  0.000  epoch: 687
:      0.001	:    0.000	:avg weight  0.000  epoch: 682
:      0.001	:    0.000	:avg weight  0.000  epoch: 734
:      0.001	:    0.000	:avg weight  0.000  epoch: 697
:      0.001	:    0.000	:avg weight  0.000  epoch: 682
