num :     1    1.00 0.00000    1.00    0.00 :    0.00  (   0.00    1.00)      0.00   (   0.00    1.00)    0.00 :  0.000     0.00     0.00 | 100.00 -99.00 vals :     1 (0.926 > 0.000) (0.000 < 10000.000) (   40 >     0) (   40 >     0) compare:    0.00    0.000  0.0000  1.0000  2000.0   39.931  0.9264  0.0000 
num :     2    2.00 0.00000    2.00    0.04 :    0.00  (   0.00    2.00)      0.00   (   0.00    1.96)    0.00 :  0.000     0.00     0.00 | 99.99 -99.00 vals :     2 (0.741 > 0.002) (0.000 < 9600.028) (   33 >     0) (   40 >     1) compare:    0.12    1.170  0.0017  0.9600   975.6   39.625  0.7405  0.0000 
num :     3    3.00 0.00000    3.00    4.50 :    0.00  (   0.29    2.99)      0.00   (   0.00    2.84)    0.00 :  0.001     0.00     0.00 | 86.07 -99.00 vals :     3 (0.571 > 0.201) (0.000 < 0.592) (   26 >    10) (   39 >    33) compare:  101.16   32.706  0.2015  0.0000   513.0   39.281  0.5714  0.0000 
num :     4    4.00 0.00000    4.00   22.88 :    0.00  (   0.10    3.99)      0.00   (   0.00    3.58)    0.04 :  0.000     0.00     0.00 | 82.52 -99.00 vals :     4 (0.469 > 0.197) (0.000 < 0.576) (   21 >    10) (   39 >    33) compare:   52.25   33.364  0.1970  0.0000   329.2   38.877  0.4686  0.0000 
num :     5    5.00 0.00000    5.00   52.36 :    0.02  (   0.02    4.97)      0.00   (   0.00    4.03)    0.12 :  0.000     0.00     0.01 | 82.98 -99.00 vals :     5 (0.389 > 0.185) (0.000 < 0.569) (   16 >     9) (   38 >    34) compare:   37.38   33.789  0.1846  0.0000   220.9   38.490  0.3887  0.0000 
num :     6    5.96 0.19596    5.96   76.33 :    0.01  (   0.00    5.83)      0.00   (   0.00    4.41)    0.47 :  0.000     0.01     0.00 | 84.00 -99.00 vals :     6 (0.331 > 0.173) (0.000 < 0.556) (   13 >     8) (   38 >    34) compare:   37.26   34.179  0.1729  0.0000   151.8   38.110  0.3313  0.0000 
num :     7    6.92 0.27129    6.92   83.14 :    0.07  (   0.00    6.62)      0.00   (   0.00    4.48)    1.34 :  0.000     0.03     0.11 | 85.15 -99.00 vals :     7 (0.294 > 0.160) (0.000 < 0.550) (   10 >     7) (   38 >    34) compare:   37.79   34.358  0.1600  0.0000    98.1   37.728  0.2941  0.0000 
num :     8    7.84 0.39294    7.84   91.17 :    0.09  (   0.00    7.28)      0.00   (   0.00    4.63)    4.81 :  0.000     0.07     0.45 | 84.10 -98.98 vals :     8 (0.260 > 0.149) (0.000 < 0.527) (    7 >     6) (   37 >    35) compare:   46.58   34.947  0.1488  0.0000    61.8   37.349  0.2600  0.0000 
num :     9    8.70 0.57446    8.70  100.41 :    0.01  (   0.00    7.79)      0.01   (   0.00    4.50)    5.28 :  0.000     0.18     2.00 | 82.64 -99.00 vals :     9 (0.236 > 0.143) (0.000 < 0.519) (    6 >     6) (   37 >    35) compare:   44.78   35.045  0.1434  0.0000    37.3   36.975  0.2361  0.0000 
num :    10    9.47 0.74101    9.47  114.86 :    0.01  (   0.00    8.27)      0.01   (   0.00    4.33)   10.36 :  0.000     0.27     5.85 | 80.63 -98.99 vals :    10 (0.215 > 0.135) (0.000 < 0.503) (    4 >     5) (   37 >    35) compare:   49.53   35.376  0.1350  0.0000    21.0   36.608  0.2152  0.0000 
num :    11   10.17 0.86087   10.16  134.07 :    0.10  (   0.00    8.48)      0.08   (   0.00    4.43)   15.56 :  0.000     0.48    14.86 | 78.75 -98.99 vals :    11 (0.200 > 0.139) (0.000 < 0.485) (    3 >     5) (   36 >    36) compare:   49.13   35.596  0.1386  0.0000    11.3   36.199  0.2001  0.0000 
num :    12   10.79 0.99292   10.71  155.64 :    0.12  (   0.00    8.62)      0.10   (   0.00    4.33)   30.56 :  0.000     0.83    34.97 | 75.97 -98.99 vals :    12 (0.192 > 0.136) (0.000 < 0.472) (    3 >     4) (   36 >    36) compare:   50.77   35.841  0.1358  0.0000     6.3   35.899  0.1917  0.0000 
num :    13   11.05 1.16082   10.88  186.85 :    0.23  (   0.00    8.80)      0.17   (   0.00    4.28)   30.37 :  0.000     1.33    56.08 | 73.20 -98.97 vals :    13 (0.188 > 0.140) (0.000 < 0.458) (    3 >     4) (   36 >    36) compare:   50.79   35.961  0.1401  0.0000     4.5   35.623  0.1883  0.0000 
num :    14   11.27 1.31038   10.98  212.31 :    0.34  (   0.01    8.75)      0.19   (   0.00    4.08)   44.93 :  0.000     2.47    85.94 | 71.35 -98.97 vals :    14 (0.181 > 0.138) (0.000 < 0.454) (    2 >     4) (   35 >    36) compare:   49.16   36.112  0.1384  0.0000     2.7   35.358  0.1808  0.0000 
num :    15   11.45 1.25200   11.12  239.72 :    0.32  (   0.00    8.63)      0.22   (   0.00    4.21)   59.60 :  0.000     4.83   117.00 | 69.13 -98.93 vals :    15 (0.178 > 0.140) (0.000 < 0.452) (    2 >     4) (   35 >    36) compare:   45.76   36.267  0.1403  0.0000     2.6   35.139  0.1779  0.0000 
num :    16   11.57 1.35096   10.91  276.02 :    0.34  (   0.01    8.47)      0.28   (   0.00    4.16)   64.14 :  0.000     6.65   169.57 | 66.75 -98.97 vals :    16 (0.180 > 0.146) (0.000 < 0.447) (    2 >     5) (   35 >    36) compare:   43.82   36.346  0.1456  0.0000     1.7   34.946  0.1801  0.0000 
